caller_id,question,parentintent,childintent,answer
9264423,Will I be charged a late payment fee?,Billing,Account Balance Inquiry,"No, you won't be charged a late payment fee. I have made a note to waive the fee in case it is applied."
9264423,I have a billing question.,Billing,Account Balance Inquiry,"Sure, I can help you with that. Can you please provide me with the name on the account?"
9264423,My internet is not working. Can you help me with that?,Billing,Account Balance Inquiry,I will transfer you to our repair department who can assist you with that.
9265337,Do I need a technician to come out for the upgrade?,Service Management,Service Termination,"No, a technician visit is not necessary for the upgrade."
9265337,Is there any discount or other options available for my internet plan?,Service Management,Service Termination,"Yes, we have an option for a 200 Mbps plan for $59 per month. Would you like to switch to that?"
9265337,Can I get gigabit internet?,Service Management,Service Termination,"Yes, you can qualify for gigabit internet with additional features. However, if you only need internet, we can keep it simple and stick to the 200 Mbps plan."
9265337,Can you send me the terms and conditions for the upgrade?,Service Management,Service Termination,"Sure, I will send you a text message with the terms and conditions. Please accept them to proceed with the upgrade."
9267191,How can I cancel my bill?,Payments,Payment Arrangement,You can cancel your bill by contacting our customer service representative.
9267191,How many days will it take to resolve the internet issue?,Payments,Payment Arrangement,I am not sure about the exact timeframe. Our technical support team will be able to assist you with that.
9267191,Can I make an early payment?,Payments,Payment Arrangement,"Yes, you can make an early payment."
9267191,How long has this service issue been happening?,Payments,Payment Arrangement,This service issue has been happening for several months.
9267191,Do I still need to pay my regular monthly bill?,Payments,Payment Arrangement,"Yes, you still need to pay your regular monthly bill in addition to the remaining balance."
9267191,When can I process the remaining balance?,Payments,Payment Arrangement,You can process the remaining balance at your convenience.
9267191,Can you connect me to technical support?,Payments,Payment Arrangement,"Yes, I will connect you to our technical support team."
9267191,Can you connect me to technical support now?,Payments,Payment Arrangement,"Yes, I will connect you to technical support."
9267191,Can I pay in installments?,Payments,Payment Arrangement,"Yes, you can pay in installments."
9267191,My internet is not working. Can you help?,Payments,Payment Arrangement,I will connect you to our technical support team who can assist you with the internet issue.
9267191,What will be the due date for my payment arrangement?,Payments,Payment Arrangement,The due date for your payment arrangement will be provided to you.
9267191,Can you send me a copy of the bill?,Payments,Payment Arrangement,"Yes, I will send you a copy of the bill via email."
9267473,Do I need to return the modem?,Account Management,Close Account,"Yes, you have to return the modem."
9267473,When can I cancel my service?,Account Management,Close Account,I would like to cancel right now because I'm no longer living there.
9267473,Can I have the return label emailed to me?,Account Management,Close Account,You have to go to price be back on as last return modem.
9267473,How soon do I need to return the modem?,Account Management,Close Account,You have up to one month to return the modem.
9267473,Do you have fiber services?,Account Management,Close Account,"I can see that right now you have fiber services, is that correct?"
9267473,Can I send the modem back later?,Account Management,Close Account,We can make an exception and allow you to send the modem back a little over a month late.
9267473,Can you help me cancel my services?,Account Management,Close Account,I can definitely help you cancel your services.
9267473,When is the last day of my billing cycle?,Account Management,Close Account,I see that the last day of your billing cycle is tomorrow.
9267473,Can I print out the return label from my right suite account?,Account Management,Close Account,You have to go to price be back on as last return modem.
9267473,Can I change the cancellation date?,Account Management,Close Account,I had already confirmed the order for tomorrow and the system is not allowing me to change it.
9267473,Can I cancel it on the thirty first of December?,Account Management,Close Account,Can we cancel it on the thirty first of December?
9267473,Can I move my services to my new address?,Account Management,Close Account,We can go ahead and move your services with you so you can continue with the service even though you're not at that address.
9267473,Will I be charged for sending the modem back late?,Account Management,Close Account,"There will be a charge for $199 if you send the modem back late, but you can call us back and we'll remove the charge."
9267473,Can I cancel my right speed services?,Account Management,Close Account,I need to cancel my right speed services because I have sold my house and I've no longer living there and I am moving away.
9267473,Can I set a later date to cancel?,Account Management,Close Account,Can we set a date to cancel it later?
9273312,Can you make sure I receive my bill correctly?,Account Management,Email Change,"Yes, I will update your email address in our system so you receive your bill correctly from next month onwards."
9273312,Can I get a discount on a home phone?,Account Management,Email Change,"Yes, you can get a discount on a home phone if you bundle it with your internet service. Let me know if you're interested."
9273312,Can you help me change my email address on file?,Account Management,Email Change,"Yes, I can help you with that. Please provide me with your current service address."
9273312,Can you confirm my payment and send me a confirmation email?,Account Management,Email Change,"Yes, your payment has been successfully processed. You will receive a confirmation email shortly."
9284212,How do I return the modem?,Account Management,Close Account,"Once you have the return label, attach it to the box containing the modem and drop it off at the nearest UPS store."
9284212,Do I need to return the modem by a specific date?,Account Management,Close Account,"Yes, please return the modem on or before December 27th to avoid potential charges."
9284212,When will the disconnection be effective?,Account Management,Close Account,The disconnection will be effective today.
9284212,What do I need to do with the modem?,Account Management,Close Account,You need to return the modem. Please visit our website at lightspeed.com/returnmodem to request a return label.
9284212,Can you provide me with the email address to get the return label?,Account Management,Close Account,"Yes, the email address is support@lightspeed.com."
9284212,Can I get higher cable speeds?,Account Management,Close Account,"Yes, we can provide you with higher cable speeds."
9284212,Do I need to pay the bill until the end of the month?,Account Management,Close Account,"Yes, you need to pay the bill until the end of the month."
9284212,Why are you canceling the service?,Account Management,Close Account,I am canceling the service because I found a provider that offers faster speeds.
9284212,Can I cancel the service without any further offers?,Account Management,Close Account,"Yes, you can cancel the service without any further offers."
9284581,What is my password?,Account Management,Account Access,"I'm sorry, but I cannot access your password."
9284581,How can I find out my bill?,Account Management,Account Access,I can assist you with finding out your bill.
9284581,How can I create an account?,Account Management,Account Access,"You can click on ""First Time Sign In"" and create an account."
9284581,Can I give you my account number?,Account Management,Account Access,"Yes, you can give me your account number."
9284581,Can you verify your phone number?,Account Management,Account Access,My phone number is 908-803-0720.
9284581,What should I enter as my username?,Account Management,Account Access,You should enter your username as your email address.
9284581,I'm having trouble paying my bill online.,Account Management,Account Access,I can help you with that.
9284581,Do I have an open balance?,Account Management,Account Access,"No, you do not have an open balance."
9284581,How long will it take for the credit escalations team to review my request?,Account Management,Account Access,It may take 5 to 7 days for them to review your request.
9284581,Is this my first time logging in?,Account Management,Account Access,"Yes, this is your first time logging in."
9284581,Can you do a quick account review?,Account Management,Account Access,"Yes, we can do a quick account review."
9284581,What is your state and zip code?,Account Management,Account Access,My state is New Jersey and my zip code is 08809.
9284581,Is there a credit on my account?,Account Management,Account Access,"Yes, there is a credit on your account."
9284581,How can I change the card on file?,Account Management,Account Access,You can change the card on file closer to the payment date.
9287171,When will my service be reactivated if I pay next month?,Payments,Payment Arrangement,Your service will be reactivated right away if you pay next month.
9287171,Will not paying affect my Wi-Fi?,Payments,Payment Arrangement,"No, not paying will not affect your Wi-Fi."
9287171,Can you pause my payment for this month?,Payments,Payment Arrangement,"Yes, we can pause your payment for this month."
9287171,Can I get a refund for the days I didn't have service?,Payments,Payment Arrangement,"Yes, you can get a refund for the days you didn't have service. Please call us on Thursday to discuss this further."
9291476,Can I pay the amount today?,Payments,Payment Arrangement,"Yes, you can pay the amount today."
9291476,Can I pay the amount over a certain number of months?,Payments,Payment Arrangement,"Yes, you can pay the amount over five months."
9291476,"My card got hacked, can I get my service turned back on?",Payments,Payment Arrangement,"Yes, you can get your service turned back on."
9291476,Can the payment be any smaller?,Payments,Payment Arrangement,The smallest payment we can offer is $89.36.
9291476,Is there a specific time when the service will come back on?,Payments,Payment Arrangement,The service should come back on today.
9291476,Can I make a different payment arrangement?,Payments,Payment Arrangement,"Yes, you can make a different payment arrangement."
9291476,Can I split the payment into two?,Payments,Payment Arrangement,"Yes, you can split the payment into two."
9291476,Can I receive an email confirmation for the payment?,Payments,Payment Arrangement,"Yes, you will receive an email confirmation for the payment."
9291476,Do I need to pay my current bill as well?,Payments,Payment Arrangement,"Yes, you need to pay your current bill as well."
9291476,Can I use a specific card for the payment?,Payments,Payment Arrangement,"Yes, you can use the card ending in redactcc for the payment."
9291476,Can I pay my current bill with the smaller payments?,Payments,Payment Arrangement,"Yes, you can pay your current bill with the smaller payments."
9296537,Is my account under my name?,Payments,Payment Arrangement,"Yes, the account is under your name."
9296537,Is my account linked to other phone numbers?,Payments,Payment Arrangement,"After the system maintenance, the details may appear different, so it's possible that your account is linked to other phone numbers."
9296537,Can you check my phone numbers associated with my account?,Payments,Payment Arrangement,"Sure, I can definitely check that for you."
9296537,Is my internet still active?,Payments,Payment Arrangement,"Yes, your internet is still active on the account."
9296537,Can I make a payment online?,Payments,Payment Arrangement,"Yes, you can make a payment online at peoplew.brightspeed.com."
9298505,What if I don't receive the email with the prepaid label?,Account Management,Close Account,"If you don't receive the email, you can go to the website brycepc.com/returnmodem to print out a label."
9301749,What are the last four digits of the new card?,Payments,Update payment method,The last four digits of the new card are [redacted].
9301749,What are the last four digits of the old card?,Payments,Update payment method,I returned the old card to the bank and it was shredded.
9301749,Is there any assurance that our internet won't be cut off tomorrow?,Payments,Update payment method,You won't be disconnected as your payment is not due yet.
9301749,Where should I call if I have further questions?,Payments,Update payment method,You can call back tomorrow for further assistance.
9301749,What is wrong with the current card on file?,Payments,Update payment method,The card is blocked due to issues with the bank.
9305734,Can I change the payment date?,Payments,Payment Arrangement,"No, the payment date cannot be changed."
9305734,How do I process the payment?,Payments,Payment Arrangement,You just need to call in to process the payment.
9305734,Why didn't my payment go through?,Payments,Payment Arrangement,The payment was requested yesterday and we didn't receive it.
9305734,Why is my payment due on a Sunday?,Payments,Payment Arrangement,"Well, that's the day the payment arrangement was scheduled for."
9305734,Can I make a partial payment?,Payments,Payment Arrangement,You can choose to process the whole payment or not.
9305734,Can I cancel my payment arrangement?,Payments,Payment Arrangement,"No, the payment arrangement cannot be canceled."
9305734,Can I make a payment on a different day?,Payments,Payment Arrangement,You can call tomorrow to process the payment.
9305734,How do I make a payment?,Payments,Payment Arrangement,I can set a new payment arrangement for you. When can you process the payment?
9305734,Can I pay today?,Payments,Payment Arrangement,"Yes, you can process the payment today."
9305734,Can I make a payment tomorrow?,Payments,Payment Arrangement,"Yes, you can call tomorrow to process the payment."
9305734,Can I pay on a different day?,Payments,Payment Arrangement,"I can schedule the payment for Friday, and the rest of the arrangements will be on the 6th of each month."
9312966,Will they send me an email for the next payment?,Billing,Others,"Yes, they will send you an email."
9312966,Will they send me an email?,Billing,Others,"Yes, they will send you an email."
9312966,Do I need to pay anything else?,Billing,Others,You need to pay the current charges on the bill plus $115 by the due date.
9312966,What is the payment method?,Billing,Others,The payment method is checking account.
9312966,What about the past due amount of $63.01?,Billing,Others,The past due amount is now included in the new arrangement.
9312966,How much do I have to pay today?,Billing,Others,"To restart the arrangement, you have to pay $115.01 plus a $3.50 charge, which totals to $118.51."
9312966,How can I pay today?,Billing,Others,You can pay using the checking account on file.
9316074,Can you remove the hold on my account?,Payments,Payment Arrangement,"Yes, I can remove the hold on your account. Let me take care of that for you."
9316074,Can I make a payment arrangement for the fourth of December?,Payments,Payment Arrangement,"Yes, you can make a payment arrangement for the fourth of December."
9316074,"I made the payment today, is that okay?",Payments,Payment Arrangement,"Yes, that's okay. Let me check if it has been posted to your account."
9316074,Can you send me a confirmation email for the payment arrangement?,Payments,Payment Arrangement,"Yes, I will send you a confirmation email for the payment arrangement."
9316074,Can I make payments early?,Payments,Payment Arrangement,"Yes, you can make payments early, but they won't be recognized as part of the arrangement. You need to make the payment on the day it's due."
9316074,When is the first payment due for the new arrangement?,Payments,Payment Arrangement,The first payment for the new arrangement is due on the eleventh of December.
9316074,How can I make the payments?,Payments,Payment Arrangement,You can make the payments through your mobile app or by visiting our website. Just make sure to make the payment on the day it's due.
9316074,Do I need inside wire maintenance?,Payments,Payment Arrangement,"Inside wire maintenance is like an insurance for your phone lines and jacks. It covers any repairs that may be needed. Since you own your home, it's a good idea to have it."
9316074,Can you add inside wire maintenance to my account?,Payments,Payment Arrangement,"Yes, I can add inside wire maintenance to your account. It's only $16 a month."
9316074,I received a message that my account is in danger. Why is that?,Payments,Payment Arrangement,"It seems that the payment you made early is not being registered as part of the arrangement. You need to make the payment on the day it's due, not before."
9316074,Can you redo the payment arrangement for me?,Payments,Payment Arrangement,"Yes, I can redo the payment arrangement for you. The new arrangement will have lower payments and will be valid until April."
9316074,Can you change the due date for my next payment?,Payments,Payment Arrangement,"Yes, I can change the due date for your next payment. When would you like it to be?"
9316074,Can you send me an email or mail?,Payments,Payment Arrangement,"Yes, I can send you an email. What is your email address?"
9317130,Can I update my address on the account?,Payments,Others,"Yes, we can update your address on the account to 119 Reggie Drive, Wayne's Ville, Missouri, 65583."
9317130,Can I make a payment after I get paid next week?,Payments,Others,"You can make a payment on December 18th, which is the due date for your current balance on the account."
9317130,Can I modify the arrangement set up on my account?,Payments,Others,We can modify the arrangement set up on your account on December 11th.
9317130,Can I keep my service running without interruption?,Payments,Others,"Yes, as long as you make a payment on December 18th, your service will not be interrupted."
9317130,Can I make a partial payment on my account?,Payments,Others,"Yes, you can make a partial payment on your account on December 8th."
9317130,What is the correct address on my account?,Payments,Others,"The correct address on your account is 119 Reggie Drive, Wayne's Ville, Missouri, 65583."
9317130,Can I settle the payment next month?,Payments,Others,"Yes, you can make a payment on December 18th for the current balance on your account."
9317130,Can I receive a copy of my bill each month?,Payments,Others,"Yes, we can update your billing method on file so that you receive a copy of your bill each month."
9317130,Why am I being billed $913?,Payments,Others,You are being billed $913 because you are six months past due on your account and we only collected one payment of $133.
9317130,Can I change the due date for my payment?,Payments,Others,The due date for your current balance on the account is December 18th. You can make a payment on or before that date.
9317130,Can I set up a direct extension for my payment?,Payments,Others,"No, you need to make a payment on your account before setting up any extensions."
9318595,Did my payment go through?,Payments,Others,"Yes, your payment went through on November 28th."
9318595,Can you check if autopay is enabled?,Payments,Others,"Yes, I can check that for you. One moment please."
9318595,How long does it take for autopay to activate?,Payments,Others,Autopay should activate within 24 hours.
9318595,What number can I text to set up autopay?,Payments,Others,You can text 520-400-4719 to set up autopay.
9318595,What is the email address on file?,Payments,Others,The email address on file ends in gmail.
9325151,Can you transfer me to Derek?,Account Management,Account Locked Out,I can transfer you to Derek. Please stay on the line.
9325151,Why is the reset password not working?,Account Management,Account Locked Out,"Please make sure you are entering the correct password as instructed in the email. If it still doesn't work, you can contact our support team for further assistance."
9325151,Can you transfer me to the support team?,Account Management,Account Locked Out,I can transfer you to the support team. Please stay on the line.
9325151,Can you transfer me to Danny Hamrick?,Account Management,Account Locked Out,I can transfer you to Danny Hamrick. Please stay on the line.
9325151,Can you transfer me to the coordination department?,Account Management,Account Locked Out,I am from the coordination department. How can I assist you?
9325151,Can you help me with the affordable connectivity program?,Account Management,Account Locked Out,"Yes, I can assist you with the affordable connectivity program. Please provide me with more details about what you need help with."
9325151,How can I get into my account if I entered the wrong card PIN?,Account Management,Account Locked Out,"To access your account, you will need to enter the correct card PIN. If you are having trouble with it, please contact our support team for help."
9325151,Can you transfer me to the care department?,Account Management,Account Locked Out,I am from the care department. How can I assist you?
9325151,Can you transfer me to the repair department?,Account Management,Account Locked Out,I am from the repair department. How can I assist you?
9325151,How can I log into my account if I forgot my password?,Account Management,Account Locked Out,"You can reset your password by clicking on the ""Forgot Password"" link and following the instructions in the email they sent you."
9325151,Can you transfer me to the meeting department?,Account Management,Account Locked Out,I am from the meeting department. How can I assist you?
9325515,What color is the modem you're using?,Payments,Others,The modem I'm using is white.
9325515,Can I get a credit on my bill for the days without service?,Payments,Others,"Yes, you can request a credit on your bill for the days without service."
9325515,Is this also your callback number?,Payments,Others,"Yes, this is my callback number."
9325515,Will I be billed for the modem if I return it?,Payments,Others,"No, you will not be billed for the modem if you return it."
9325515,Will I be charged for this month if I haven't had service?,Payments,Others,"No, you will not be charged for this month if you haven't had service."
9325515,Can I return the modem I received?,Payments,Others,"Yes, you can return the modem."
9325515,Can you check my account?,Payments,Others,"Yes, I can check your account."
9325515,Can you request a credit on my bill?,Payments,Others,"Yes, I can request a credit on your bill."
9325515,Can you transfer me to the retention department?,Payments,Others,"Yes, I can transfer you to the retention department."
9325515,Is the light at the back of the modem blinking?,Payments,Others,"Yes, there is a blinking blue light at the back of the modem."
9325515,Will I be billed for the modem if I haven't had service?,Payments,Others,"No, you will not be billed for the modem if you haven't had service."
9325515,I haven't had service since the technician came. Can you check for a line issue?,Payments,Others,"Yes, I can check for a line issue."
9325515,Is the front light also flashing blue?,Payments,Others,"Yes, the front light is also flashing blue."
9325842,Can you help me find a specific bill that was paid on a certain date?,Account Management,Account Activity,"I apologize, but I will need to transfer you to the billing department for assistance with that."
9325842,"I tried resetting my password, but I'm still unable to access my account. Can you help me?",Account Management,Account Activity,I apologize for the inconvenience. I will send you a new temporary password to your email.
9325842,Can you send me a paper bill instead of accessing it online?,Account Management,Account Activity,"Yes, we can send you a paper bill each month. Would you like us to do that?"
9325842,I'm getting an error message saying my account is not found. Can you help me?,Account Management,Account Activity,"Yes, I can help you with that. Can you provide me with your account number or name?"
9325842,Can you provide me with the billing department's phone number?,Account Management,Account Activity,The billing department's phone number is 833-692-7773.
9325842,How can I check my bill online?,Account Management,Account Activity,You can check your bill online by logging into your account.
9325842,When is the last time you had access to your online account?,Account Management,Account Activity,I'm not sure. Let me check your online account first.
9325842,Can you fix the issue with accessing my bill online?,Account Management,Account Activity,I apologize for the inconvenience. I will do my best to fix the issue for you.
9325842,I was able to log in using a different username. Is that okay?,Account Management,Account Activity,"Yes, that is okay. As long as you can log in and access your account."
9325842,Which username should I use to log in?,Account Management,Account Activity,You should use your email address as your username.
9325842,I'm still having trouble logging in even after resetting my password. Can you assist me?,Account Management,Account Activity,I apologize for the inconvenience. Can you provide me with your new password so I can try to log in?
9325842,I received an email with a link to reset my password. Can you confirm if it's from you?,Account Management,Account Activity,"Yes, that email is from us. Please check your email and follow the instructions to reset your password."
9327875,Why is my payment not applied to my bill yet?,Payments,Payment Dispute,The payment with the check number 6233 is not yet applied to your bill because there is a clearing date of 7 to 15 business days for us to receive a check via mail.
9327875,Do I need a phone service?,Payments,Payment Dispute,"No, you don't need a phone service."
9327875,Can I change my mind in the future?,Payments,Payment Dispute,"Yes, you can give us a call if you change your mind in the future."
9327875,Can I get a phone line with Bright Speed?,Payments,Payment Dispute,"Yes, you are qualified to get a phone line with Bright Speed as a bundle service."
9327875,Do I need to take advantage of the phone and protection services?,Payments,Payment Dispute,"No, thank you."
9327875,Can you remove the late charge?,Payments,Payment Dispute,"Yes, I can remove the late charge since it's not your fault."
9327875,When did I pay my bill?,Payments,Payment Dispute,You paid your bill on October 26th.
9327875,Did you send the check via mail?,Payments,Payment Dispute,"Yes, the check was sent via mail."
9330993,Can you help me with the account setup process?,Payments,Account Credit,"Yes, I can assist you with the account setup process."
9330993,When can I expect the credit to be applied to my account?,Payments,Account Credit,The credit will be applied within one to two billing cycles.
9330993,Can you help with future promotions and offers?,Payments,Account Credit,"Yes, you can visit our website brightspeed.com for future promotions and offers."
9330993,Can I get a refund for my internet service issues?,Payments,Account Credit,"Yes, I can issue you a refund for the amount of $36.80."
9330993,When will the changes to my account take effect?,Payments,Account Credit,The changes will take effect within one to two billing cycles.
9330993,Can you provide me with the confirmation number for the refund?,Payments,Account Credit,The confirmation number for the refund is 14659506453.
9330993,What is my username for signing into my account?,Payments,Account Credit,Your username is sharonlaw.
9330993,When will the refund be reflected in my account?,Payments,Account Credit,"You should receive the refund within a day or up to three days, depending on your bank."
9330993,What is the website to access my account?,Payments,Account Credit,You can access your account on the website brightspeed.com/c/redactpinf.
9330993,Can you close the residential zip code prompt?,Payments,Account Credit,"Yes, you can close the prompt once you have entered the correct zip code."
9333774,Can you provide your name and billing telephone number?,Billing,Account Balance Inquiry,My name is Mark Rice and the billing telephone number is area code 334-542-3283.
9333774,Why is my internet not working?,Billing,Account Balance Inquiry,Your account is currently suspended for non-payment.
9333774,Can you check if customer service is still open?,Billing,Account Balance Inquiry,I will check for you.
9333774,Can you transfer me to customer service?,Billing,Account Balance Inquiry,"Sure, I will transfer you to customer service."
9333774,Can you provide a call back number?,Billing,Account Balance Inquiry,"Sure, my call back number is 334-314-6249."
9333774,What is the customer service number?,Billing,Account Balance Inquiry,You can call them at 833-692-7773. They are open Mondays to Fridays from 8 am to 8 pm Eastern time and Saturdays from 8 am to 5 pm Eastern time.
9335248,When will I receive a confirmation email?,Account Management,Close Account,You will receive a confirmation email within the next 24 hours.
9335248,Do you need my account number?,Account Management,Close Account,"Yes, I will need your account number."
9335248,Can you send a tech to my house?,Account Management,Close Account,"Yes, I can send a tech to your house free of charge."
9335248,What do I do with the modem?,Account Management,Close Account,You can keep the modem.
9335248,Do I need to return the equipment?,Account Management,Close Account,"No, you don't need to return the equipment."
9335248,Can you cancel my service today?,Account Management,Close Account,We will request the cancellation today and it will take effect tomorrow.
9335564,Does your bill have the Lumen letterhead?,Account Management,Account Number Invalid,"Yes, my bill has the Lumen letterhead."
9335564,Can you try calling Lumen again?,Account Management,Account Number Invalid,"Yes, I will try calling Lumen again."
9335564,What is the billing address listed on the account?,Account Management,Account Number Invalid,"The billing address listed on the account is 2600 North Reynolds Road, Toledo, Ohio 43615."
9335564,How can I log into the website?,Account Management,Account Number Invalid,"I'm trying to log into the website with my new phone, but I can't seem to access my account."
9335564,Can you help me access my account online?,Account Management,Account Number Invalid,"Yes, I can definitely help you access your account online."
9335564,Can you repeat the account number?,Account Management,Account Number Invalid,The account number is 30217606.
9335564,Is the account number from the bill?,Account Management,Account Number Invalid,"Yes, the account number is from the bill."
9335564,Can I add another number to my account?,Account Management,Account Number Invalid,"Yes, you can add another number to your account."
9335564,Did you try calling CenturyLink?,Account Management,Account Number Invalid,"No, I haven't tried calling CenturyLink yet."
9335564,Were you able to find my account online?,Account Management,Account Number Invalid,"Yes, I was able to find your account online."
9335564,Is the account number from Lumen or Bright Speed?,Account Management,Account Number Invalid,"The account number is from Lumen, not Bright Speed."
9336240,When is the next payment due after that?,Payments,Others,The next payment is due on the 8th of every month.
9336240,Are there any late fees?,Payments,Others,"Yes, there is a late fee of $18."
9336240,When do I need to make my monthly payments?,Payments,Others,You need to make your monthly payments by the 28th of every month.
9336240,What is the account balance?,Payments,Others,The account balance is currently $438.36.
9336240,When will my services be turned back on?,Payments,Others,Your services will be turned back on within the next two hours.
9336240,When is the next payment due?,Payments,Others,The next payment is due on December 12th and it should be for $54.
9336240,What is the balance due now?,Payments,Others,The balance due now is $270.
9336240,Is there a charge for making a payment over the phone?,Payments,Others,"Yes, there is a charge of $3.50 for making a payment over the phone."
9336240,How much can I pay?,Payments,Others,You can pay $60.
9336240,Can you send me an email about it?,Payments,Others,"Yes, I will send you an email with the details."
9336240,How do I restart my internet?,Payments,Others,"To restart your internet, you can turn off your modem and then turn it back on after a few minutes."
9344056,How can I change my billing from a credit card to a bank account for auto billing?,Payments,Update payment method,You can change your billing from a credit card to a bank account for auto billing.
9344056,Is it possible to update the automatic payments to a checking account?,Payments,Update payment method,We don't have the option to update automatic payments using a checking account. The only options available are credit card or debit card.
9344056,Can I use a debit card linked to my bank account for automatic payments?,Payments,Update payment method,"Yes, you can use a debit card linked to your bank account for automatic payments."
9347026,Why was my service turned off?,Payments,Payment Arrangement,The service was turned off because you missed a payment.
9347026,When do I need to make the payment?,Payments,Payment Arrangement,You need to make the payment on December 8th and December 20th.
9347026,When will my service be reactivated?,Payments,Payment Arrangement,Your service will be reactivated within one to two hours.
9347026,Can I cancel the payment arrangement?,Payments,Payment Arrangement,"Yes, you can cancel the payment arrangement if you prefer to pay the full balance."
9347645,Can I set up the service for my brother-in-law?,Service Management,Manage Service,"Yes, you can set up the service for your brother-in-law, but we would need their permission and it would be in their name."
9347645,What is the contact number to reach you?,Service Management,Manage Service,You can reach me at 866-316-1917.
9347645,Who is the current provider for the phone and internet service?,Service Management,Manage Service,The current provider for the phone and internet service is AT&T.
9347645,What is the highest speed offered?,Service Management,Manage Service,The highest speed offered is sixty megabytes.
9347645,Do you offer free modems?,Service Management,Manage Service,"No, we do not offer free modems."
9347645,What is the pricing for the phone with unlimited long distance and the sixty megabytes speed?,Service Management,Manage Service,The pricing for the phone with unlimited long distance and the sixty megabytes speed is eighty-five dollars a month.
9347645,Is there a credit check for the phone service?,Service Management,Manage Service,"No, there is no credit check for the phone service."
9347645,Can we conference them in on the call?,Service Management,Manage Service,I can conference them in on the call if they are available to talk.
9347645,What is the speed available at the Homewood location and what would be the price?,Service Management,Manage Service,The speed available at the Homewood location is up to sixty megabytes of our bright speed internet service and one home phone line. The price for the phone with unlimited long distance plus the sixty megabytes speed is eighty-five dollars a month.
9347645,What type of modem is compatible with the service?,Service Management,Manage Service,A DSL or ADSL compatible modem is compatible with the service.
9347645,Is the service available in my state?,Service Management,Manage Service,"I am not sure, I can only provide information about the service itself."
9347645,Can I lease or purchase the modem?,Service Management,Manage Service,You can either lease the modem for fifteen dollars a month or purchase it for two hundred dollars.
9347645,What is the total price for the phone and internet service?,Service Management,Manage Service,The total price for the phone and internet service is eighty-five dollars a month.
9347645,Are there any taxes for the service?,Service Management,Manage Service,"There are minimal taxes, less than a dollar or around that amount."
9347645,What is the pricing for the internet service alone?,Service Management,Manage Service,The pricing for the internet service alone is fifty dollars a month.
9348756,Can you explain the plan details?,Account Management,Discounts and Promotions,Your bill will be $30 per month after the discount.
9348756,Can you explain why I haven't received any money from ACP?,Account Management,Discounts and Promotions,"I apologize, but I don't have access to that information."
9348756,Can you explain the consent form process?,Account Management,Discounts and Promotions,"You have already submitted your consent form, and the discount will be applied to your bill."
9348756,Why am I not receiving any money from ACP?,Account Management,Discounts and Promotions,"I apologize, but I don't have access to that information."
9348756,Can you explain the process of paying both ACP and us?,Account Management,Discounts and Promotions,"You will pay $30 to both ACP and us, resulting in a total bill of $60."
9348756,Can you explain why I haven't received the discount on my bill yet?,Account Management,Discounts and Promotions,"The discount may not be applied yet, but it should be applied on your next bill."
9348756,Can you explain why the discount is not applied yet?,Account Management,Discounts and Promotions,"The discount may not be applied yet, but it should be applied on your next bill."
9348756,Can you explain why I haven't received the discount yet?,Account Management,Discounts and Promotions,"The discount may not be applied yet, but it should be applied on your next bill."
9348756,Can I bring my credit card number to pay my bill?,Account Management,Discounts and Promotions,"No, I can't have access to your credit card number. You can pay it online."
9348756,Can you explain the payment process?,Account Management,Discounts and Promotions,You can pay your bill online through your account.
9348756,Can you explain why the app is not taking the discount?,Account Management,Discounts and Promotions,I apologize for the inconvenience. Let me check and make sure everything is correct.
9348756,Can you explain why my bill is still $60?,Account Management,Discounts and Promotions,I apologize for the inconvenience. Let me check and make sure everything is correct.
9348756,When will the discount be applied to my bill?,Account Management,Discounts and Promotions,You should be receiving the discount on your bill within one to two billing cycles.
9348756,Can you explain about the discount on my bill?,Account Management,Discounts and Promotions,You will be receiving your discount within one to two billing cycles.
9348756,Why is the discount not applied yet?,Account Management,Discounts and Promotions,"The discount may not be applied yet, but it should be applied on your next bill."
9348756,What will be my new bill amount after the discount?,Account Management,Discounts and Promotions,Your new bill amount will be $30.
9348756,Can you check if the discount is applied to my account?,Account Management,Discounts and Promotions,"Give me one second, let me take a look at your account."
9348756,Can you explain the process of getting the discount?,Account Management,Discounts and Promotions,The discount will be applied within one to two billing cycles.
9348756,Can you check why my bill is not $30?,Account Management,Discounts and Promotions,Let me check and make sure everything is correct.
9348756,Can you explain why my bill is not reduced to $30?,Account Management,Discounts and Promotions,I apologize for the inconvenience. Let me check and make sure everything is correct.
9348756,Can you explain the details of the discount?,Account Management,Discounts and Promotions,"The discount will be applied to your bill, reducing it to $30 per month."
9350181,Can I process the payment over the phone?,Payments,Update payment method,"Yes, you can process the payment over the phone."
9350181,Is my payment information secure?,Payments,Update payment method,"Yes, the payment information will be entered securely through a link provided to you."
9350181,Can I permanently save my card information for future payments?,Payments,Update payment method,"Yes, your card information can be saved as the primary method of payment for future automatic payments."
9350181,Is my account balance updated?,Payments,Update payment method,"Yes, your account balance is now updated and there is no balance due."
9350181,Should I use the app or my computer to update my payment information?,Payments,Update payment method,It is recommended to use the app as it is easier to use.
9350181,Can I use my current credit card for the payment?,Payments,Update payment method,"Yes, you can use your current credit card for the payment."
9350181,How will I know if my payment information has been updated?,Payments,Update payment method,You should be able to see the update on your app once it is done.
